site_id,glc_pc_u04,tmp_dc_uyr,glc_pc_u13,inu_pc_ult,glc_pc_u14,wet_pc_ug1,slp_dg_sav,dor_pc_pva,lka_pc_sse,snw_pc_uyr,cmi_ix_uyr,glc_pc_u12,prm_pc_sse,elevation,drainage_area
american_river_folsom_lake,0.06273344018375175,0.6253956096003923,-0.5547906060096237,-0.06791968617988074,-0.07315885657760246,3.4750662309190847,0.11082481378722049,1.137970698974247,0.39122796423683975,0.0186756077805713,0.06048637316261659,0.10964923912204755,-0.4201091837989885,-1.466900435786989,-0.3106121178675197
animas_r_at_durango,0.5733257232351561,-1.0675649124278166,0.508950830301886,-0.3513558068947993,-0.39694602357693265,-0.7364340134489624,0.9145978702349837,-0.5081777141716437,-0.8740559747689032,0.7196478814862579,0.5267345248055373,-0.6635671842026533,0.8224775663565812,0.9045882743902393,-0.617693591596469
boise_r_nr_boise,-0.2985247346110381,-0.13611393100829097,-0.4156336196220526,-0.24940527933134404,-0.42449888874390107,-0.5918220342151893,0.45548013155791706,0.4751315283561599,-0.17964154022243423,0.1334482229702009,-0.6672457120403028,0.5816382699327004,-0.5738701416927704,-0.48695268200466957,-0.09311809645708485
boysen_reservoir_inflow,-1.7742034514459852,0.08316396433664881,0.8836658073801377,-0.20789552501435032,-0.05778128454595817,0.6325434275679626,-1.4057047393149569,-0.3466050994989489,1.8729631104673332,-1.1520039079294426,-1.1001717590261706,1.7051993853172172,-0.06115743256857141,0.1878026878717189,1.2321948043610567
colville_r_at_kettle_falls,-0.08499495825889225,1.3817289701832247,-0.5104622561489612,-0.2904299635605773,-0.43171511533525,-0.6774768219151934,-0.6550088536171554,-0.6665341571413234,-0.5669625566671592,-0.7324992150036463,-0.6145771899853385,-0.061592609192081205,-0.5782090752488559,-1.0272870887463117,-0.53682704171604
detroit_lake_inflow,0.8812983006643714,1.0254711907651148,-0.9140030962598199,-0.23281231081463882,-0.1687738589129751,0.7984859730336445,0.3357511916873026,-0.6665341571413234,1.238982967477327,-0.3611318868856061,2.0997043574251406,-0.6580343296529237,-0.5782090752488559,-1.1431541724624592,-0.6832324947675356
dillon_reservoir_inflow,0.6678268976791895,-1.5026254578329172,-0.18029247787644034,-0.263137391207238,-0.01100910505961019,-0.6998398945659333,0.3630675517985413,-0.6665341571413234,0.5867637925704693,1.2931407565492996,0.2747533015176299,-0.6193043478048171,3.2391846673952167,1.7595813300473016,-0.7146805974988135
fontenelle_reservoir_inflow,-0.6884492171419162,-1.075690011077947,2.0208393772736986,-0.3230387845753352,-0.3420022736378633,1.807585115483701,-1.349078861852161,-0.25883684932273376,-0.16211252531973197,0.4150061798161181,-0.8610073199477025,0.42278489924053597,-0.08137439953659016,0.9061028767917575,0.32812791827952886
green_r_bl_howard_a_hanson_dam,0.8761419865826038,1.0349967998404654,-0.9140030962598199,4.64952563239383,-0.43171511533525,-0.8228367941450032,0.7368247330031116,-0.3888177305859646,-0.540977728981627,-0.26467284062118007,2.289072837477035,-0.6635671842026533,-0.5782090752488559,-1.1825338349019343,-0.744543081604985
hungry_horse_reservoir_inflow,0.5590286705538913,-0.24619762079418164,-0.8910746394353394,-0.301043741697987,-0.36597980122968127,-0.6481252890610972,0.8495589175891769,-0.4403191336326156,0.8102333106660461,0.633602027716287,0.09117108057843273,-0.27765057935901905,-0.5710227165465892,-0.4063001041238218,-0.36214472318347934
libby_reservoir_inflow,-0.37744726598927364,-0.9171676879816522,-0.8361231982191261,-0.3264981737035067,2.0905979630313967,-0.7000897612994612,0.6239209869017688,-0.6450027028727566,0.6132421868153916,0.7943558782121336,0.6656681477377282,-0.3052607599542475,0.7694539913304103,-0.7622316684806149,1.575216966925752
merced_river_yosemite_at_pohono_bridge,0.1645706432986635,0.2062688102849688,-0.7000041658980009,1.5412048921524135,-0.04925510599375929,-0.34762150031677885,0.5677234561240138,-0.6665341571413234,-0.9567349719501418,0.5190569102772812,0.43746992141407204,0.0557039072621847,-0.5494636404397891,-0.08747629860422636,-0.7181161045198775
missouri_r_at_toston,-0.6045343097397371,-0.38908175692443964,2.917060461570941,-0.3435387556691951,-0.33484202086388554,-0.28509317218148617,-0.932679540044473,-0.24654553356202155,-0.37823065031960973,-0.05017838248054796,-0.704554903460288,0.10608200395182721,-0.5131536175230732,-0.07838868419511676,3.066227014067518
