site_id,glc_pc_u04,tmp_dc_uyr,glc_pc_u13,inu_pc_ult,glc_pc_u14,wet_pc_ug1,slp_dg_sav,dor_pc_pva,lka_pc_sse,snw_pc_uyr,cmi_ix_uyr,glc_pc_u12,prm_pc_sse,elevation,drainage_area
american_river_folsom_lake,78.53125,45.25,1.46875,5.21875,1.875,19.46875,143.65625,346.0,13.71875,41.1875,-14.4375,17.46875,0.6875,239.0,1863.0
animas_r_at_durango,90.9090909090909,0.8181818181818182,5.818181818181818,0.5454545454545454,0.1818181818181818,0.6363636363636364,190.0,30.363636363636363,1.5454545454545454,48.45454545454545,2.1818181818181817,0.0,6.090909090909091,6502.0,701.0
boise_r_nr_boise,69.77358490566037,25.264150943396228,2.037735849056604,2.2264150943396226,0.0377358490566037,1.2830188679245282,163.52830188679246,218.9056603773585,8.226415094339623,42.37735849056604,-40.37735849056604,28.132075471698112,0.0188679245283018,2827.0,2686.0
boysen_reservoir_inflow,34.0,31.019108280254777,7.350318471337579,2.910828025477707,1.9554140127388533,6.75796178343949,56.21656050955414,61.34394904458599,27.97452229299363,29.05095541401274,-55.80891719745223,53.51592356687898,2.248407643312102,4609.0,7701.0
colville_r_at_kettle_falls,74.95,65.1,1.65,1.55,0.0,0.9,99.5,0.0,4.5,33.4,-38.5,13.6,0.0,1400.0,1007.0
detroit_lake_inflow,98.375,55.75,0.0,2.5,1.375,7.5,156.625,0.0,21.875,37.25,58.25,0.125,0.0,1094.0,453.0
dillon_reservoir_inflow,93.2,-10.6,3.0,2.0,2.2,0.8,158.2,0.0,15.6,54.4,-6.8,1.0,16.6,8760.0,334.0
fontenelle_reservoir_inflow,60.32098765432099,0.6049382716049383,12.0,1.0123456790123455,0.4691358024691358,12.012345679012345,59.48148148148148,78.17283950617283,8.395061728395062,45.2962962962963,-47.28395061728395,24.54320987654321,2.1604938271604937,6506.0,4280.0
green_r_bl_howard_a_hanson_dam,98.25,56.0,0.0,83.0,0.0,0.25,179.75,53.25,4.75,38.25,65.0,0.0,0.0,990.0,221.0
hungry_horse_reservoir_inflow,90.5625,22.375,0.09375,1.375,0.34375,1.03125,186.25,43.375,17.75,47.5625,-13.34375,8.71875,0.03125,3040.0,1668.0
libby_reservoir_inflow,67.86033519553072,4.76536312849162,0.3184357541899441,0.9553072625698324,13.189944134078212,0.7988826815642458,173.24022346368716,4.128491620111732,15.854748603351956,49.229050279329606,7.134078212290503,8.094972067039107,5.860335195530726,2100.0,8999.0
merced_river_yosemite_at_pohono_bridge,81.0,34.25,0.875,31.75,2.0,2.375,170.0,0.0,0.75,46.375,-1.0,16.25,0.125,3882.0,321.0
missouri_r_at_toston,62.35526315789474,18.625,15.664473684210526,0.6743421052631579,0.506578947368421,2.6546052631578947,83.49013157894737,80.52960526315789,6.315789473684211,40.47368421052632,-41.70723684210526,17.388157894736842,0.2828947368421052,3906.0,14641.0
owyhee_r_bl_owyhee_dam,8.65126050420168,65.01680672268908,3.978991596638656,1.1974789915966386,0.042016806722689,4.949579831932773,43.34453781512605,117.41596638655462,2.80672268907563,16.714285714285715,-70.0126050420168,86.88235294117646,0.0,2344.0,11160.0
pecos_r_nr_pecos,100.0,30.0,0.0,0.0,0.0,0.0,144.66666666666666,0.0,0.0,34.666666666666664,-19.666666666666668,0.0,0.0,7503.0,189.0
pueblo_reservoir_inflow,82.7840909090909,23.53409090909091,8.943181818181818,2.159090909090909,0.0681818181818181,8.215909090909092,97.875,817.4886363636364,2.602272727272727,28.21590909090909,-41.77272727272727,7.181818181818182,3.238636363636364,4740.0,4670.0
ruedi_reservoir_inflow,97.75,-5.5,2.25,0.25,0.0,0.25,174.0,416.0,5.5,54.5,-21.0,0.0,10.5,7766.0,223.0
san_joaquin_river_millerton_reservoir,97.0,87.83333333333333,0.8333333333333334,9.11111111111111,0.8611111111111112,3.0277777777777777,125.55555555555556,388.22222222222223,14.416666666666666,30.75,12.61111111111111,1.0277777777777777,0.0,296.55,1676.0
skagit_ross_reservoir,91.875,28.25,0.0,0.5625,6.3125,0.5,252.3125,0.0,31.5625,43.875,27.1875,0.8125,0.4375,1220.0,
snake_r_nr_heise,94.0,2.700854700854701,3.034188034188034,1.0427350427350428,0.4786324786324786,3.2222222222222223,117.1965811965812,142.2136752136752,29.324786324786324,51.52991452991453,-30.025641025641026,1.0,1.0598290598290598,5015.0,5752.0
stehekin_r_at_stehekin,65.4,20.8,0.4,3.8,24.6,3.4,275.8,0.0,0.8,53.2,41.8,2.6,1.0,1099.0,321.0
sweetwater_r_nr_alcova,15.291666666666666,40.16666666666666,9.041666666666666,4.895833333333333,0.0,1.5,35.9375,0.0,1.375,30.604166666666668,-67.95833333333333,75.35416666666667,0.2083333333333333,5890.0,2338.0
taylor_park_reservoir_inflow,93.4,-12.2,4.4,0.0,2.2,8.4,124.2,0.0,19.6,52.6,-13.4,0.0,13.2,9170.0,254.0
virgin_r_at_virtin,76.13333333333334,75.86666666666666,6.4,0.0666666666666666,0.0,0.0,118.2,0.0,0.6666666666666666,20.066666666666663,-62.06666666666667,16.866666666666667,0.0,3500.0,956.0
weber_r_nr_oakley,97.33333333333331,15.333333333333334,0.6666666666666666,5.333333333333333,0.0,8.0,155.0,147.0,1.3333333333333333,53.0,-16.333333333333332,0.0,1.0,6640.0,162.0
yampa_r_nr_maybell,82.56521739130434,28.72463768115942,6.942028985507246,0.6666666666666666,0.0,4.231884057971015,84.89855072463769,378.463768115942,1.579710144927536,42.81159420289855,-44.10144927536232,9.217391304347826,0.6231884057971014,5900.0,3383.0
